RollingPin.png, 2, 2, 163, 46, 0, 0, 0, 0
Knife.png, 167, 2, 202, 54, 0, 0, 0, 0
Banana.png, 371, 2, 124, 61, 0, 0, 0, 0
Wheelbarrow.png, 497, 2, 174, 85, 0, 0, 0, 0
Key1.png, 673, 2, 184, 88, 0, 0, 0, 0
Comb.png, 859, 2, 102, 91, 0, 0, 0, 0
Airliner.png, 963, 2, 237, 102, 0, 0, 0, 0
Motorcycle.png, 2, 106, 186, 104, 0, 0, 0, 0
Motorscooter.png, 190, 106, 158, 112, 0, 0, 0, 0
Tractor.png, 350, 106, 182, 122, 0, 0, 0, 0
Cherries.png, 534, 106, 70, 124, 0, 0, 0, 0
Bike.png, 606, 106, 212, 125, 0, 0, 0, 0
SeeingTheObjects.png, 820, 106, 124, 125, 0, 0, 0, 0
Microwave.png, 946, 106, 189, 129, 0, 0, 0, 0
Dolphin2.png, 1137, 106, 170, 133, 0, 0, 0, 0
Dolphin1.png, 2, 241, 161, 133, 0, 0, 0, 0
TallShip.png, 165, 241, 181, 139, 0, 0, 0, 0
Bench2.png, 348, 241, 238, 140, 0, 0, 0, 0
Jet.png, 588, 241, 172, 140, 0, 0, 0, 0
Brolly.png, 762, 241, 170, 141, 0, 0, 0, 0
WineGlass.png, 934, 241, 52, 142, 0, 0, 0, 0
Schooner.png, 988, 241, 190, 143, 0, 0, 0, 0
Iron.png, 1180, 241, 129, 145, 0, 0, 0, 0
Bench.png, 2, 388, 201, 147, 0, 0, 0, 0
LShoe1.png, 205, 388, 141, 150, 0, 0, 0, 0
Window.png, 348, 388, 151, 151, 0, 0, 0, 0
LShoe2.png, 501, 388, 141, 152, 0, 0, 0, 0
SlottedSpoon.png, 644, 388, 59, 153, 0, 0, 0, 0
Vase.png, 705, 388, 68, 153, 0, 0, 0, 0
TableLamp.png, 775, 388, 101, 156, 0, 0, 0, 0
Flute.png, 878, 388, 55, 156, 0, 0, 0, 0
Mixer.png, 935, 388, 154, 159, 0, 0, 0, 0
Microscope.png, 1091, 388, 83, 163, 0, 0, 0, 0
ArmChair.png, 2, 553, 174, 165, 0, 0, 0, 0
RugbyBall.png, 178, 553, 169, 168, 0, 0, 0, 0
DiningChair.png, 349, 553, 90, 168, 0, 0, 0, 0
Rake.png, 441, 553, 71, 170, 0, 0, 0, 0
Scissors.png, 514, 553, 80, 171, 0, 0, 0, 0
Birdcage.png, 596, 553, 194, 171, 0, 0, 0, 0
OfficeChair1.png, 792, 553, 95, 171, 0, 0, 0, 0
DrumKit.png, 889, 553, 209, 172, 0, 0, 0, 0
OfficeChair2.png, 1100, 553, 103, 174, 0, 0, 0, 0
Cooker.png, 2, 729, 199, 179, 0, 0, 0, 0
Camera1.png, 203, 729, 186, 181, 0, 0, 0, 0
Pineapple.png, 391, 729, 65, 182, 0, 0, 0, 0
Football.png, 458, 729, 185, 185, 0, 0, 0, 0
Piano.png, 645, 729, 160, 204, 0, 0, 0, 0
Hoover1.png, 807, 729, 170, 208, 0, 0, 0, 0
Sax.png, 979, 729, 105, 211, 0, 0, 0, 0
Dress1.png, 1086, 729, 118, 215, 0, 0, 0, 0
Harp.png, 1206, 729, 108, 225, 0, 0, 0, 0
